Year,Age,StagYear,Form,LastSeen,AgeClass,animal,y_form,p_form,e_form,ABS,ABSY,ABSP,ABSO,Code
2003,8,5332_2003,6,13,2,CSK95,NA,6,NA,3,NA,3,NA,5332
2004,9,5332_2004,5.5,13,2,CSK95,NA,5.5,NA,0,NA,0,NA,5332
2005,10,5332_2005,5.5,13,2,CSK95,NA,5.5,NA,2,NA,2,NA,5332
2008,13,5332_2008,5.5,13,3,CSK95,NA,NA,5.5,NA,NA,NA,NA,5332
2007,12,5332_2007,5.5,13,3,CSK95,NA,NA,5.5,0,NA,NA,0,5332
1999,4,5332_1999,5,13,1,CSK95,5,NA,NA,1,1,NA,NA,5332
1999,3,842_1999,3,6,1,CSK96,3,NA,NA,0,0,NA,NA,842
2000,4,842_2000,4,6,1,CSK96,4,NA,NA,0,0,NA,NA,842
2001,5,842_2001,4,6,1,CSK96,4,NA,NA,0,0,NA,NA,842
2002,6,842_2002,4,6,1,CSK96,4,NA,NA,NA,NA,NA,NA,842
1990,3,3291_1990,4,9,1,CUC87,4,NA,NA,0,0,NA,NA,3291
1991,4,3291_1991,4,9,1,CUC87,4,NA,NA,NA,NA,NA,NA,3291
1992,5,3291_1992,5,9,1,CUC87,5,NA,NA,NA,NA,NA,NA,3291
1993,6,3291_1993,5,9,1,CUC87,5,NA,NA,NA,NA,NA,NA,3291
1994,7,3291_1994,5.5,9,1,CUC87,5.5,NA,NA,0,0,NA,NA,3291
1996,9,3291_1996,5,9,2,CUC87,NA,5,NA,NA,NA,NA,NA,3291
1995,8,3291_1995,5,9,2,CUC87,NA,5,NA,NA,NA,NA,NA,3291
1984,3,5267_1984,4,11,1,CUR81,4,NA,NA,0,0,NA,NA,5267
1985,4,5267_1985,4,11,1,CUR81,4,NA,NA,0,0,NA,NA,5267
1986,5,5267_1986,4.5,11,1,CUR81,4.5,NA,NA,1,1,NA,NA,5267
1987,6,5267_1987,5.5,11,1,CUR81,5.5,NA,NA,0,0,NA,NA,5267
1988,7,5267_1988,6.5,11,1,CUR81,6.5,NA,NA,3,3,NA,NA,5267
1989,8,5267_1989,5.5,11,2,CUR81,NA,5.5,NA,2,NA,2,NA,5267
1990,9,5267_1990,6.875,11,2,CUR81,NA,6.875,NA,3,NA,3,NA,5267
1991,10,5267_1991,6.25,11,2,CUR81,NA,6.25,NA,0,NA,0,NA,5267
1992,11,5267_1992,6,11,2,CUR81,NA,6,NA,0,NA,0,NA,5267
1987,3,168_1987,3.5,10,1,CUR84,3.5,NA,NA,NA,NA,NA,NA,168
1988,4,168_1988,5,10,1,CUR84,5,NA,NA,NA,NA,NA,NA,168
1989,5,168_1989,4.25,10,1,CUR84,4.25,NA,NA,0,0,NA,NA,168
1990,6,168_1990,4,10,1,CUR84,4,NA,NA,0,0,NA,NA,168
1991,7,168_1991,5.5,10,1,CUR84,5.5,NA,NA,0,0,NA,NA,168
1992,8,168_1992,5,10,2,CUR84,NA,5,NA,0,NA,0,NA,168
1993,9,168_1993,4.5,10,2,CUR84,NA,4.5,NA,0,NA,0,NA,168
1994,10,168_1994,4.75,10,2,CUR84,NA,4.75,NA,0,NA,0,NA,168
1989,4,5739_1989,3,9,1,CUR85,3,NA,NA,NA,NA,NA,NA,5739
1990,5,5739_1990,5,9,1,CUR85,5,NA,NA,0,0,NA,NA,5739
1991,6,5739_1991,4.5,9,1,CUR85,4.5,NA,NA,0,0,NA,NA,5739
1992,7,5739_1992,5,9,1,CUR85,5,NA,NA,0,0,NA,NA,5739
1993,8,5739_1993,4.75,9,2,CUR85,NA,4.75,NA,5,NA,5,NA,5739
1994,9,5739_1994,5,9,2,CUR85,NA,5,NA,2,NA,2,NA,5739
2015,3,3699_2015,2,6,1,DAI12,2,NA,NA,0,0,NA,NA,3699
2016,4,3699_2016,4,6,1,DAI12,4,NA,NA,0,0,NA,NA,3699
2017,5,3699_2017,4,6,1,DAI12,4,NA,NA,0,0,NA,NA,3699
2018,6,3699_2018,4.5,6,1,DAI12,4.5,NA,NA,0,0,NA,NA,3699
2018,3,621_2018,3,5,1,DAK15,3,NA,NA,0,0,NA,NA,621
2019,4,621_2019,3.5,5,1,DAK15,3.5,NA,NA,0,0,NA,NA,621
2020,5,621_2020,4.5,5,1,DAK15,4.5,NA,NA,NA,NA,NA,NA,621
2018,6,4499_2018,5,8,1,DALEK,5,NA,NA,0,0,NA,NA,4499
2019,7,4499_2019,6,8,1,DALEK,6,NA,NA,0,0,NA,NA,4499
2020,8,4499_2020,6.5,8,2,DALEK,NA,6.5,NA,0,NA,0,NA,4499
2014,7,74_2014,5,8,1,DAMMY,5,NA,NA,0,0,NA,NA,74
2015,8,74_2015,4.5,8,2,DAMMY,NA,4.5,NA,5,NA,5,NA,74
1992,3,4697_1992,3,5,1,DAN89,3,NA,NA,NA,NA,NA,NA,4697
1994,5,4697_1994,5,5,1,DAN89,5,NA,NA,NA,NA,NA,NA,4697
1993,4,4697_1993,3,5,1,DAN89,3,NA,NA,0,0,NA,NA,4697
2010,9,5466_2010,4.5,12,2,DANDP,NA,4.5,NA,0,NA,0,NA,5466
2009,8,5466_2009,4.5,12,2,DANDP,NA,4.5,NA,0,NA,0,NA,5466
2008,7,5466_2008,4,12,1,DANDP,4,NA,NA,2,2,NA,NA,5466
2007,6,5466_2007,4,12,1,DANDP,4,NA,NA,0,0,NA,NA,5466
2011,10,5466_2011,5.5,12,2,DANDP,NA,5.5,NA,0,NA,0,NA,5466
2012,11,5466_2012,4,12,2,DANDP,NA,4,NA,0,NA,0,NA,5466
2013,12,5466_2013,4.25,12,3,DANDP,NA,NA,4.25,0,NA,NA,0,5466
2019,7,1464_2019,4.5,8,1,DARKO,4.5,NA,NA,0,0,NA,NA,1464
2020,8,1464_2020,5.5,8,2,DARKO,NA,5.5,NA,0,NA,0,NA,1464
2011,7,5807_2011,5,7,1,DARWI,5,NA,NA,0,0,NA,NA,5807
1984,3,1745_1984,3.5,3,1,Dec-81,3.5,NA,NA,NA,NA,NA,NA,1745
2010,3,2738_2010,4.5,5,1,DEO07,4.5,NA,NA,1,1,NA,NA,2738
2011,4,2738_2011,6,5,1,DEO07,6,NA,NA,0,0,NA,NA,2738
2012,5,2738_2012,6.5,5,1,DEO07,6.5,NA,NA,1,1,NA,NA,2738
1988,11,2760_1988,5,11,2,DIAMO,NA,5,NA,NA,NA,NA,NA,2760
1993,3,305_1993,3,11,1,DIC90,3,NA,NA,NA,NA,NA,NA,305
1997,7,305_1997,4,11,1,DIC90,4,NA,NA,0,0,NA,NA,305
1998,8,305_1998,4.5,11,2,DIC90,NA,4.5,NA,NA,NA,NA,NA,305
1999,9,305_1999,4.5,11,2,DIC90,NA,4.5,NA,NA,NA,NA,NA,305
2001,11,305_2001,4.5,11,2,DIC90,NA,4.5,NA,NA,NA,NA,NA,305
1995,5,305_1995,4,11,1,DIC90,4,NA,NA,NA,NA,NA,NA,305
1994,4,305_1994,4,11,1,DIC90,4,NA,NA,0,0,NA,NA,305
2010,8,1221_2010,4,8,2,DIL02,NA,4,NA,NA,NA,NA,NA,1221
2014,4,2693_2014,4,6,1,DIN10,4,NA,NA,1,1,NA,NA,2693
2013,3,2693_2013,3,6,1,DIN10,3,NA,NA,0,0,NA,NA,2693
2015,5,2693_2015,4,6,1,DIN10,4,NA,NA,1,1,NA,NA,2693
2016,6,2693_2016,4,6,1,DIN10,4,NA,NA,1,1,NA,NA,2693
2017,3,1268_2017,3.5,6,1,DIN14,3.5,NA,NA,0,0,NA,NA,1268
2018,4,1268_2018,4,6,1,DIN14,4,NA,NA,0,0,NA,NA,1268
2019,5,1268_2019,5,6,1,DIN14,5,NA,NA,0,0,NA,NA,1268
2020,6,1268_2020,5,6,1,DIN14,5,NA,NA,0,0,NA,NA,1268
2005,3,5199_2005,1.5,4,1,DOC02,1.5,NA,NA,1,1,NA,NA,5199
2006,4,5199_2006,2.5,4,1,DOC02,2.5,NA,NA,0,0,NA,NA,5199
1998,3,3834_1998,4,12,1,DOC95,4,NA,NA,0,0,NA,NA,3834
2000,5,3834_2000,4.5,12,1,DOC95,4.5,NA,NA,0,0,NA,NA,3834
2001,6,3834_2001,4.5,12,1,DOC95,4.5,NA,NA,NA,NA,NA,NA,3834
2002,7,3834_2002,5,12,1,DOC95,5,NA,NA,NA,NA,NA,NA,3834
2004,9,3834_2004,5.5,12,2,DOC95,NA,5.5,NA,2,NA,2,NA,3834
2005,10,3834_2005,6,12,2,DOC95,NA,6,NA,2,NA,2,NA,3834
2007,12,3834_2007,4.5,12,3,DOC95,NA,NA,4.5,0,NA,NA,0,3834
2006,11,3834_2006,5.5,12,2,DOC95,NA,5.5,NA,2,NA,2,NA,3834
2003,8,3834_2003,5.5,12,2,DOC95,NA,5.5,NA,3,NA,3,NA,3834
1999,4,3834_1999,4,12,1,DOC95,4,NA,NA,0,0,NA,NA,3834
2004,7,5383_2004,6.5,8,1,DONAL,6.5,NA,NA,0,0,NA,NA,5383
2005,8,5383_2005,7,8,2,DONAL,NA,7,NA,0,NA,0,NA,5383
2014,8,3244_2014,5.75,10,2,DOPPI,NA,5.75,NA,0,NA,0,NA,3244
2013,7,3244_2013,3.5,10,1,DOPPI,3.5,NA,NA,0,0,NA,NA,3244
2015,9,3244_2015,5.5,10,2,DOPPI,NA,5.5,NA,0,NA,0,NA,3244
2016,10,3244_2016,6,10,2,DOPPI,NA,6,NA,0,NA,0,NA,3244
1978,3,5771_1978,3,4,1,DOR75,3,NA,NA,NA,NA,NA,NA,5771
1979,4,5771_1979,4,4,1,DOR75,4,NA,NA,NA,NA,NA,NA,5771
1982,5,4910_1982,4,5,1,DOR77,4,NA,NA,NA,NA,NA,NA,4910
1986,3,5900_1986,3,3,1,DOR83,3,NA,NA,NA,NA,NA,NA,5900
1988,3,5216_1988,3,13,1,DOR85,3,NA,NA,NA,NA,NA,NA,5216
1989,4,5216_1989,3.5,13,1,DOR85,3.5,NA,NA,NA,NA,NA,NA,5216
1990,5,5216_1990,4.5,13,1,DOR85,4.5,NA,NA,NA,NA,NA,NA,5216
1991,6,5216_1991,4,13,1,DOR85,4,NA,NA,NA,NA,NA,NA,5216
1992,7,5216_1992,4.5,13,1,DOR85,4.5,NA,NA,NA,NA,NA,NA,5216
1993,8,5216_1993,5,13,2,DOR85,NA,5,NA,0,NA,0,NA,5216
1994,9,5216_1994,4.5,13,2,DOR85,NA,4.5,NA,NA,NA,NA,NA,5216
1995,10,5216_1995,4.5,13,2,DOR85,NA,4.5,NA,NA,NA,NA,NA,5216
1996,11,5216_1996,2,13,2,DOR85,NA,2,NA,NA,NA,NA,NA,5216
1997,12,5216_1997,5.5,13,3,DOR85,NA,NA,5.5,NA,NA,NA,NA,5216
1998,13,5216_1998,5.5,13,3,DOR85,NA,NA,5.5,NA,NA,NA,NA,5216
1998,3,3525_1998,3,9,1,DPU95,3,NA,NA,0,0,NA,NA,3525
2004,9,3525_2004,5,9,2,DPU95,NA,5,NA,NA,NA,NA,NA,3525
2003,8,3525_2003,5,9,2,DPU95,NA,5,NA,0,NA,0,NA,3525
2002,7,3525_2002,5,9,1,DPU95,5,NA,NA,0,0,NA,NA,3525
2001,6,3525_2001,2.5,9,1,DPU95,2.5,NA,NA,0,0,NA,NA,3525
2000,5,3525_2000,2,9,1,DPU95,2,NA,NA,0,0,NA,NA,3525
2015,3,5562_2015,4,6,1,DRE12,4,NA,NA,0,0,NA,NA,5562
2016,4,5562_2016,4.5,6,1,DRE12,4.5,NA,NA,0,0,NA,NA,5562
2017,5,5562_2017,6,6,1,DRE12,6,NA,NA,NA,NA,NA,NA,5562
2018,6,5562_2018,5.5,6,1,DRE12,5.5,NA,NA,NA,NA,NA,NA,5562
2018,3,4066_2018,5,3,1,DRE15,5,NA,NA,0,0,NA,NA,4066
2020,3,3161_2020,5,3,1,DRE17,5,NA,NA,0,0,NA,NA,3161
2012,4,984_2012,4,4,1,DUB08,4,NA,NA,NA,NA,NA,NA,984
2014,5,5922_2014,4.5,11,1,DUB09,4.5,NA,NA,1,1,NA,NA,5922
2012,3,5922_2012,4.5,11,1,DUB09,4.5,NA,NA,NA,NA,NA,NA,5922
2013,4,5922_2013,4,11,1,DUB09,4,NA,NA,0,0,NA,NA,5922
2015,6,5922_2015,4.5,11,1,DUB09,4.5,NA,NA,1,1,NA,NA,5922
2016,7,5922_2016,5,11,1,DUB09,5,NA,NA,3,3,NA,NA,5922
2017,8,5922_2017,5,11,2,DUB09,NA,5,NA,1,NA,1,NA,5922
2018,9,5922_2018,5.5,11,2,DUB09,NA,5.5,NA,2,NA,2,NA,5922
2019,10,5922_2019,5.5,11,2,DUB09,NA,5.5,NA,7,NA,7,NA,5922
2020,11,5922_2020,6.5,11,2,DUB09,NA,6.5,NA,0,NA,0,NA,5922
1990,3,4629_1990,3,8,1,DUI87,3,NA,NA,0,0,NA,NA,4629
1991,4,4629_1991,3.625,8,1,DUI87,3.625,NA,NA,0,0,NA,NA,4629
1995,8,4629_1995,5.5,8,2,DUI87,NA,5.5,NA,NA,NA,NA,NA,4629
1992,3,767_1992,3,12,1,DUN89,3,NA,NA,0,0,NA,NA,767
1993,4,767_1993,4,12,1,DUN89,4,NA,NA,0,0,NA,NA,767
1994,5,767_1994,4.5,12,1,DUN89,4.5,NA,NA,0,0,NA,NA,767
1995,6,767_1995,5,12,1,DUN89,5,NA,NA,0,0,NA,NA,767
1996,7,767_1996,5,12,1,DUN89,5,NA,NA,1,1,NA,NA,767
1997,8,767_1997,6,12,2,DUN89,NA,6,NA,1,NA,1,NA,767
1998,9,767_1998,5.5,12,2,DUN89,NA,5.5,NA,0,NA,0,NA,767
2000,11,767_2000,5.5,12,2,DUN89,NA,5.5,NA,0,NA,0,NA,767
2001,12,767_2001,4.5,12,3,DUN89,NA,NA,4.5,NA,NA,NA,NA,767
1999,10,767_1999,6,12,2,DUN89,NA,6,NA,0,NA,0,NA,767
1989,3,1970_1989,3.5,12,1,DUNST,3.5,NA,NA,0,0,NA,NA,1970
1990,4,1970_1990,4.125,12,1,DUNST,4.125,NA,NA,NA,NA,NA,NA,1970
1991,5,1970_1991,5.5,12,1,DUNST,5.5,NA,NA,0,0,NA,NA,1970
1992,6,1970_1992,5.5,12,1,DUNST,5.5,NA,NA,0,0,NA,NA,1970
1993,7,1970_1993,5.125,12,1,DUNST,5.125,NA,NA,0,0,NA,NA,1970
1994,8,1970_1994,4.5,12,2,DUNST,NA,4.5,NA,0,NA,0,NA,1970
1995,9,1970_1995,5.5,12,2,DUNST,NA,5.5,NA,NA,NA,NA,NA,1970
1996,10,1970_1996,5.25,12,2,DUNST,NA,5.25,NA,2,NA,2,NA,1970
1997,11,1970_1997,5,12,2,DUNST,NA,5,NA,1,NA,1,NA,1970
1998,12,1970_1998,5.5,12,3,DUNST,NA,NA,5.5,NA,NA,NA,NA,1970
2018,3,2789_2018,4,5,1,EDA15,4,NA,NA,NA,NA,NA,NA,2789
2019,4,2789_2019,3.5,5,1,EDA15,3.5,NA,NA,0,0,NA,NA,2789
2020,5,2789_2020,5,5,1,EDA15,5,NA,NA,NA,NA,NA,NA,2789
2017,3,1263_2017,4,5,1,EDD14,4,NA,NA,0,0,NA,NA,1263
2018,4,1263_2018,5,5,1,EDD14,5,NA,NA,0,0,NA,NA,1263
2019,5,1263_2019,5,5,1,EDD14,5,NA,NA,0,0,NA,NA,1263
2018,3,431_2018,3,5,1,EDD15,3,NA,NA,0,0,NA,NA,431
2020,5,431_2020,5,5,1,EDD15,5,NA,NA,2,2,NA,NA,431
2019,3,1503_2019,4,4,1,EDD16,4,NA,NA,0,0,NA,NA,1503
2020,4,1503_2020,5,4,1,EDD16,5,NA,NA,0,0,NA,NA,1503
1991,3,4035_1991,2.25,15,1,EGR88,2.25,NA,NA,0,0,NA,NA,4035
1992,4,4035_1992,3.5,15,1,EGR88,3.5,NA,NA,0,0,NA,NA,4035
1993,5,4035_1993,3.5,15,1,EGR88,3.5,NA,NA,1,1,NA,NA,4035
1994,6,4035_1994,5,15,1,EGR88,5,NA,NA,0,0,NA,NA,4035
1995,7,4035_1995,4.375,15,1,EGR88,4.375,NA,NA,2,2,NA,NA,4035
1996,8,4035_1996,4.5,15,2,EGR88,NA,4.5,NA,0,NA,0,NA,4035
1998,10,4035_1998,4.5,15,2,EGR88,NA,4.5,NA,5,NA,5,NA,4035
2000,12,4035_2000,5.5,15,3,EGR88,NA,NA,5.5,2,NA,NA,2,4035
2003,15,4035_2003,5.5,15,3,EGR88,NA,NA,5.5,0,NA,NA,0,4035
2002,14,4035_2002,4.5,15,3,EGR88,NA,NA,4.5,0,NA,NA,0,4035
2001,13,4035_2001,4.5,15,3,EGR88,NA,NA,4.5,NA,NA,NA,NA,4035
1999,11,4035_1999,4.5,15,2,EGR88,NA,4.5,NA,1,NA,1,NA,4035
1997,9,4035_1997,4.5,15,2,EGR88,NA,4.5,NA,3,NA,3,NA,4035
2004,3,5527_2004,5,8,1,EID01,5,NA,NA,0,0,NA,NA,5527
2009,8,5527_2009,8.5,8,2,EID01,NA,8.5,NA,2,NA,2,NA,5527
2008,7,5527_2008,8,8,1,EID01,8,NA,NA,9,9,NA,NA,5527
2007,6,5527_2007,8,8,1,EID01,8,NA,NA,0,0,NA,NA,5527
2006,5,5527_2006,6,8,1,EID01,6,NA,NA,0,0,NA,NA,5527
2005,4,5527_2005,5,8,1,EID01,5,NA,NA,1,1,NA,NA,5527
2018,3,2725_2018,2,5,1,EKA15,2,NA,NA,0,0,NA,NA,2725
2019,4,2725_2019,2,5,1,EKA15,2,NA,NA,0,0,NA,NA,2725
2020,5,2725_2020,3,5,1,EKA15,3,NA,NA,0,0,NA,NA,2725
1974,7,2678_1974,4,7,1,ELECT,4,NA,NA,NA,NA,NA,NA,2678
1973,6,2678_1973,4,7,1,ELECT,4,NA,NA,NA,NA,NA,NA,2678
1974,6,3516_1974,6,10,1,ELSIV,6,NA,NA,NA,NA,NA,NA,3516
1975,7,3516_1975,5.75,10,1,ELSIV,5.75,NA,NA,NA,NA,NA,NA,3516
1977,9,3516_1977,5.5,10,2,ELSIV,NA,5.5,NA,NA,NA,NA,NA,3516
1978,10,3516_1978,6.375,10,2,ELSIV,NA,6.375,NA,NA,NA,NA,NA,3516
1973,5,3516_1973,5.5,10,1,ELSIV,5.5,NA,NA,NA,NA,NA,NA,3516
2013,3,3934_2013,4,3,1,EMB10,4,NA,NA,NA,NA,NA,NA,3934
2017,3,803_2017,4.5,5,1,EMB14,4.5,NA,NA,0,0,NA,NA,803
2018,4,803_2018,5,5,1,EMB14,5,NA,NA,0,0,NA,NA,803
2019,5,803_2019,5,5,1,EMB14,5,NA,NA,0,0,NA,NA,803
2016,4,4608_2016,3,4,1,ERICC,3,NA,NA,0,0,NA,NA,4608
1974,4,4138_1974,5,7,1,FAMIL,5,NA,NA,NA,NA,NA,NA,4138
1975,5,4138_1975,5,7,1,FAMIL,5,NA,NA,NA,NA,NA,NA,4138
1977,7,4138_1977,5.5,7,1,FAMIL,5.5,NA,NA,NA,NA,NA,NA,4138
1988,3,2516_1988,4.5,14,1,FAN85,4.5,NA,NA,0,0,NA,NA,2516
1989,4,2516_1989,5,14,1,FAN85,5,NA,NA,NA,NA,NA,NA,2516
1990,5,2516_1990,5,14,1,FAN85,5,NA,NA,1,1,NA,NA,2516
1991,6,2516_1991,5,14,1,FAN85,5,NA,NA,NA,NA,NA,NA,2516
1992,7,2516_1992,4.75,14,1,FAN85,4.75,NA,NA,NA,NA,NA,NA,2516
1993,8,2516_1993,6,14,2,FAN85,NA,6,NA,NA,NA,NA,NA,2516
1994,9,2516_1994,6.125,14,2,FAN85,NA,6.125,NA,NA,NA,NA,NA,2516
1995,10,2516_1995,5,14,2,FAN85,NA,5,NA,NA,NA,NA,NA,2516
1996,11,2516_1996,2.5,14,2,FAN85,NA,2.5,NA,NA,NA,NA,NA,2516
1997,12,2516_1997,5.25,14,3,FAN85,NA,NA,5.25,NA,NA,NA,NA,2516
1998,13,2516_1998,5,14,3,FAN85,NA,NA,5,NA,NA,NA,NA,2516
1999,14,2516_1999,5,14,3,FAN85,NA,NA,5,NA,NA,NA,NA,2516
2014,6,4422_2014,4,6,1,FANKY,4,NA,NA,0,0,NA,NA,4422
2010,4,4105_2010,4,6,1,FDL06,4,NA,NA,NA,NA,NA,NA,4105
2009,3,4105_2009,3.5,6,1,FDL06,3.5,NA,NA,NA,NA,NA,NA,4105
2011,5,4105_2011,4.5,6,1,FDL06,4.5,NA,NA,NA,NA,NA,NA,4105
2012,6,4105_2012,5,6,1,FDL06,5,NA,NA,0,0,NA,NA,4105
2002,5,3652_2002,4.5,5,1,FDL97,4.5,NA,NA,NA,NA,NA,NA,3652
2001,4,3652_2001,2.5,5,1,FDL97,2.5,NA,NA,NA,NA,NA,NA,3652
1993,3,4536_1993,3,6,1,FEA90,3,NA,NA,NA,NA,NA,NA,4536
1996,6,4536_1996,4,6,1,FEA90,4,NA,NA,NA,NA,NA,NA,4536
1995,5,4536_1995,4.5,6,1,FEA90,4.5,NA,NA,1,1,NA,NA,4536
1997,4,1914_1997,4,4,1,FEA93,4,NA,NA,0,0,NA,NA,1914
1974,4,4460_1974,5.5,4,1,FEE70,5.5,NA,NA,NA,NA,NA,NA,4460
1977,4,978_1977,4,9,1,FEE73,4,NA,NA,NA,NA,NA,NA,978
1978,5,978_1978,4,9,1,FEE73,4,NA,NA,0,0,NA,NA,978
1979,6,978_1979,5,9,1,FEE73,5,NA,NA,0,0,NA,NA,978
1980,7,978_1980,6,9,1,FEE73,6,NA,NA,NA,NA,NA,NA,978
1981,8,978_1981,6,9,2,FEE73,NA,6,NA,NA,NA,NA,NA,978
1982,9,978_1982,6,9,2,FEE73,NA,6,NA,NA,NA,NA,NA,978
1989,3,2031_1989,4,3,1,FEN86,4,NA,NA,NA,NA,NA,NA,2031
1997,6,4920_1997,4.5,6,1,FEN91,4.5,NA,NA,NA,NA,NA,NA,4920
1996,5,4920_1996,4,6,1,FEN91,4,NA,NA,0,0,NA,NA,4920
2000,7,5609_2000,3.5,7,1,FHUAR,3.5,NA,NA,0,0,NA,NA,5609
1974,6,4553_1974,4,7,1,FIERC,4,NA,NA,NA,NA,NA,NA,4553
1975,7,4553_1975,3.5,7,1,FIERC,3.5,NA,NA,NA,NA,NA,NA,4553
1973,5,4553_1973,3,7,1,FIERC,3,NA,NA,NA,NA,NA,NA,4553
1990,4,5758_1990,4,9,1,FIL86,4,NA,NA,0,0,NA,NA,5758
1994,8,5758_1994,4,9,2,FIL86,NA,4,NA,6,NA,6,NA,5758
1995,9,5758_1995,4,9,2,FIL86,NA,4,NA,4,NA,4,NA,5758
1993,7,5758_1993,4,9,1,FIL86,4,NA,NA,3,3,NA,NA,5758
1992,6,5758_1992,4,9,1,FIL86,4,NA,NA,0,0,NA,NA,5758
1991,5,5758_1991,4,9,1,FIL86,4,NA,NA,0,0,NA,NA,5758
1989,3,5758_1989,3,9,1,FIL86,3,NA,NA,0,0,NA,NA,5758
1991,3,2519_1991,4,3,1,FIL88,4,NA,NA,0,0,NA,NA,2519
1995,3,362_1995,3,3,1,FIL92,3,NA,NA,NA,NA,NA,NA,362
1998,3,1612_1998,4.25,6,1,FIN95,4.25,NA,NA,NA,NA,NA,NA,1612
1999,4,1612_1999,3.5,6,1,FIN95,3.5,NA,NA,0,0,NA,NA,1612
2001,6,1612_2001,6.5,6,1,FIN95,6.5,NA,NA,1,1,NA,NA,1612
2000,5,1612_2000,4.5,6,1,FIN95,4.5,NA,NA,0,0,NA,NA,1612
1974,8,2697_1974,5.5,11,2,FINGA,NA,5.5,NA,NA,NA,NA,NA,2697
1975,9,2697_1975,4,11,2,FINGA,NA,4,NA,NA,NA,NA,NA,2697
1977,11,2697_1977,5.75,11,2,FINGA,NA,5.75,NA,NA,NA,NA,NA,2697
1973,7,2697_1973,4.5,11,1,FINGA,4.5,NA,NA,NA,NA,NA,NA,2697
1978,3,2618_1978,1,12,1,FIR75,1,NA,NA,NA,NA,NA,NA,2618
1979,4,2618_1979,3,12,1,FIR75,3,NA,NA,NA,NA,NA,NA,2618
1980,5,2618_1980,3.25,12,1,FIR75,3.25,NA,NA,NA,NA,NA,NA,2618
1981,6,2618_1981,3,12,1,FIR75,3,NA,NA,0,0,NA,NA,2618
1982,7,2618_1982,3,12,1,FIR75,3,NA,NA,NA,NA,NA,NA,2618
1983,8,2618_1983,3,12,2,FIR75,NA,3,NA,0,NA,0,NA,2618
1984,9,2618_1984,4,12,2,FIR75,NA,4,NA,NA,NA,NA,NA,2618
1985,10,2618_1985,4.5,12,2,FIR75,NA,4.5,NA,NA,NA,NA,NA,2618
1986,11,2618_1986,3.75,12,2,FIR75,NA,3.75,NA,NA,NA,NA,NA,2618
1987,12,2618_1987,3,12,3,FIR75,NA,NA,3,NA,NA,NA,NA,2618
1986,3,1385_1986,3,9,1,FLA83,3,NA,NA,NA,NA,NA,NA,1385
1987,4,1385_1987,4,9,1,FLA83,4,NA,NA,0,0,NA,NA,1385
1988,5,1385_1988,4.125,9,1,FLA83,4.125,NA,NA,0,0,NA,NA,1385
1989,6,1385_1989,5,9,1,FLA83,5,NA,NA,0,0,NA,NA,1385
1990,7,1385_1990,4.5,9,1,FLA83,4.5,NA,NA,0,0,NA,NA,1385
1991,8,1385_1991,4,9,2,FLA83,NA,4,NA,0,NA,0,NA,1385
1992,9,1385_1992,4,9,2,FLA83,NA,4,NA,0,NA,0,NA,1385
1993,5,3626_1993,5.5,5,1,FLA88,5.5,NA,NA,0,0,NA,NA,3626
1992,4,3626_1992,5,5,1,FLA88,5,NA,NA,NA,NA,NA,NA,3626
1997,7,1279_1997,4,8,1,FLA90,4,NA,NA,1,1,NA,NA,1279
1998,8,1279_1998,4,8,2,FLA90,NA,4,NA,NA,NA,NA,NA,1279
1995,5,1279_1995,4,8,1,FLA90,4,NA,NA,NA,NA,NA,NA,1279
1994,4,1279_1994,4,8,1,FLA90,4,NA,NA,NA,NA,NA,NA,1279
1993,3,1279_1993,4,8,1,FLA90,4,NA,NA,0,0,NA,NA,1279
1997,4,3521_1997,3.5,9,1,FLA93,3.5,NA,NA,NA,NA,NA,NA,3521
1998,5,3521_1998,3.5,9,1,FLA93,3.5,NA,NA,1,1,NA,NA,3521
2000,7,3521_2000,4.5,9,1,FLA93,4.5,NA,NA,0,0,NA,NA,3521
2001,8,3521_2001,4,9,2,FLA93,NA,4,NA,NA,NA,NA,NA,3521
2002,9,3521_2002,4.5,9,2,FLA93,NA,4.5,NA,0,NA,0,NA,3521
1999,6,3521_1999,4,9,1,FLA93,4,NA,NA,NA,NA,NA,NA,3521
2003,3,333_2003,3,14,1,FLG00,3,NA,NA,NA,NA,NA,NA,333
2004,4,333_2004,4,14,1,FLG00,4,NA,NA,NA,NA,NA,NA,333
2006,6,333_2006,4,14,1,FLG00,4,NA,NA,0,0,NA,NA,333
2010,10,333_2010,4,14,2,FLG00,NA,4,NA,7,NA,7,NA,333
2009,9,333_2009,4.75,14,2,FLG00,NA,4.75,NA,6,NA,6,NA,333
2008,8,333_2008,4.75,14,2,FLG00,NA,4.75,NA,5,NA,5,NA,333
2007,7,333_2007,4.5,14,1,FLG00,4.5,NA,NA,0,0,NA,NA,333
2005,5,333_2005,4.5,14,1,FLG00,4.5,NA,NA,3,3,NA,NA,333
2014,14,333_2014,4,14,3,FLG00,NA,NA,4,0,NA,NA,0,333
2011,11,333_2011,5,14,2,FLG00,NA,5,NA,5,NA,5,NA,333
2012,12,333_2012,5.5,14,3,FLG00,NA,NA,5.5,3,NA,NA,3,333
2013,13,333_2013,5,14,3,FLG00,NA,NA,5,1,NA,NA,1,333
1981,5,701_1981,5,11,1,FLINT,5,NA,NA,NA,NA,NA,NA,701
