Year,Age,StagYear,Form,LastSeen,AgeClass,animal,y_form,p_form,e_form,ABS,ABSY,ABSP,ABSO,Code
1989,4,4539_1989,3.5,14,1,SKA85,3.5,NA,NA,1,1,NA,NA,4539
1990,5,4539_1990,4.5,14,1,SKA85,4.5,NA,NA,0,0,NA,NA,4539
1992,7,4539_1992,4.5,14,1,SKA85,4.5,NA,NA,0,0,NA,NA,4539
1993,8,4539_1993,5,14,2,SKA85,NA,5,NA,2,NA,2,NA,4539
1994,9,4539_1994,4.5,14,2,SKA85,NA,4.5,NA,2,NA,2,NA,4539
1995,10,4539_1995,4.5,14,2,SKA85,NA,4.5,NA,0,NA,0,NA,4539
1996,11,4539_1996,4.5,14,2,SKA85,NA,4.5,NA,3,NA,3,NA,4539
1997,12,4539_1997,4.5,14,3,SKA85,NA,NA,4.5,1,NA,NA,1,4539
1998,13,4539_1998,4,14,3,SKA85,NA,NA,4,0,NA,NA,0,4539
1999,14,4539_1999,3.5,14,3,SKA85,NA,NA,3.5,0,NA,NA,0,4539
1991,6,4539_1991,4,14,1,SKA85,4,NA,NA,0,0,NA,NA,4539
1995,5,2700_1995,5,5,1,SKA90,5,NA,NA,NA,NA,NA,NA,2700
2003,7,463_2003,5.5,8,1,SKU96,5.5,NA,NA,NA,NA,NA,NA,463
2004,8,463_2004,4.5,8,2,SKU96,NA,4.5,NA,NA,NA,NA,NA,463
2002,6,463_2002,4.5,8,1,SKU96,4.5,NA,NA,NA,NA,NA,NA,463
2001,5,463_2001,5,8,1,SKU96,5,NA,NA,NA,NA,NA,NA,463
2000,4,463_2000,4.5,8,1,SKU96,4.5,NA,NA,NA,NA,NA,NA,463
2006,9,952_2006,4.5,13,2,SKU97,NA,4.5,NA,0,NA,0,NA,952
2003,6,952_2003,5,13,1,SKU97,5,NA,NA,0,0,NA,NA,952
2010,13,952_2010,5,13,3,SKU97,NA,NA,5,0,NA,NA,0,952
2009,12,952_2009,5,13,3,SKU97,NA,NA,5,NA,NA,NA,NA,952
2008,11,952_2008,5.5,13,2,SKU97,NA,5.5,NA,0,NA,0,NA,952
2007,10,952_2007,5.5,13,2,SKU97,NA,5.5,NA,1,NA,1,NA,952
2004,7,952_2004,4,13,1,SKU97,4,NA,NA,0,0,NA,NA,952
2005,8,952_2005,4.5,13,2,SKU97,NA,4.5,NA,1,NA,1,NA,952
2002,5,952_2002,5,13,1,SKU97,5,NA,NA,NA,NA,NA,NA,952
2001,4,952_2001,4.5,13,1,SKU97,4.5,NA,NA,NA,NA,NA,NA,952
2000,3,952_2000,4,13,1,SKU97,4,NA,NA,NA,NA,NA,NA,952
1990,8,3771_1990,5,8,2,SLITS,NA,5,NA,NA,NA,NA,NA,3771
1989,7,3771_1989,5,8,1,SLITS,5,NA,NA,1,1,NA,NA,3771
1987,5,3771_1987,4,8,1,SLITS,4,NA,NA,NA,NA,NA,NA,3771
2015,6,3913_2015,4,8,1,SLITT,4,NA,NA,2,2,NA,NA,3913
2016,7,3913_2016,4.5,8,1,SLITT,4.5,NA,NA,5,5,NA,NA,3913
2017,8,3913_2017,5.25,8,2,SLITT,NA,5.25,NA,0,NA,0,NA,3913
2009,3,3614_2009,3,3,1,SLL06,3,NA,NA,NA,NA,NA,NA,3614
1978,3,3303_1978,3,7,1,SLOPE,3,NA,NA,NA,NA,NA,NA,3303
1979,4,3303_1979,4,7,1,SLOPE,4,NA,NA,NA,NA,NA,NA,3303
1980,5,3303_1980,6,7,1,SLOPE,6,NA,NA,NA,NA,NA,NA,3303
1981,6,3303_1981,5.5,7,1,SLOPE,5.5,NA,NA,0,0,NA,NA,3303
1982,7,3303_1982,5,7,1,SLOPE,5,NA,NA,0,0,NA,NA,3303
1990,4,739_1990,3.625,13,1,SLT86,3.625,NA,NA,0,0,NA,NA,739
1991,5,739_1991,4,13,1,SLT86,4,NA,NA,0,0,NA,NA,739
1992,6,739_1992,4,13,1,SLT86,4,NA,NA,0,0,NA,NA,739
1993,7,739_1993,4,13,1,SLT86,4,NA,NA,0,0,NA,NA,739
1995,9,739_1995,4,13,2,SLT86,NA,4,NA,5,NA,5,NA,739
1998,12,739_1998,4.5,13,3,SLT86,NA,NA,4.5,4,NA,NA,4,739
1999,13,739_1999,4.5,13,3,SLT86,NA,NA,4.5,3,NA,NA,3,739
1997,11,739_1997,4,13,2,SLT86,NA,4,NA,3,NA,3,NA,739
1994,8,739_1994,4,13,2,SLT86,NA,4,NA,4,NA,4,NA,739
1989,3,739_1989,3,13,1,SLT86,3,NA,NA,NA,NA,NA,NA,739
2019,4,4253_2019,4,5,1,SML15,4,NA,NA,NA,NA,NA,NA,4253
2020,5,4253_2020,4,5,1,SML15,4,NA,NA,NA,NA,NA,NA,4253
2000,6,156_2000,5,6,1,SMONG,5,NA,NA,0,0,NA,NA,156
2015,9,5253_2015,5.5,9,2,SMOOT,NA,5.5,NA,4,NA,4,NA,5253
1974,5,2756_1974,4,5,1,SOB69,4,NA,NA,NA,NA,NA,NA,2756
1973,4,2756_1973,4,5,1,SOB69,4,NA,NA,NA,NA,NA,NA,2756
1974,3,1819_1974,4,3,1,SOB71,4,NA,NA,NA,NA,NA,NA,1819
1977,4,1803_1977,4.5,4,1,SOB73,4.5,NA,NA,NA,NA,NA,NA,1803
1977,3,2043_1977,4.5,13,1,SOB74,4.5,NA,NA,NA,NA,NA,NA,2043
1978,4,2043_1978,4,13,1,SOB74,4,NA,NA,NA,NA,NA,NA,2043
1979,5,2043_1979,4,13,1,SOB74,4,NA,NA,NA,NA,NA,NA,2043
1980,6,2043_1980,4.5,13,1,SOB74,4.5,NA,NA,NA,NA,NA,NA,2043
1981,7,2043_1981,4.5,13,1,SOB74,4.5,NA,NA,NA,NA,NA,NA,2043
1983,9,2043_1983,4.5,13,2,SOB74,NA,4.5,NA,NA,NA,NA,NA,2043
1984,10,2043_1984,4.25,13,2,SOB74,NA,4.25,NA,0,NA,0,NA,2043
1985,11,2043_1985,4.5,13,2,SOB74,NA,4.5,NA,NA,NA,NA,NA,2043
1986,12,2043_1986,4.5,13,3,SOB74,NA,NA,4.5,0,NA,NA,0,2043
1987,13,2043_1987,5.75,13,3,SOB74,NA,NA,5.75,0,NA,NA,0,2043
1982,8,2043_1982,4.5,13,2,SOB74,NA,4.5,NA,NA,NA,NA,NA,2043
1995,8,3046_1995,4,8,2,SOFTS,NA,4,NA,0,NA,0,NA,3046
1992,3,537_1992,3,8,1,SOL89,3,NA,NA,0,0,NA,NA,537
1993,4,537_1993,4.5,8,1,SOL89,4.5,NA,NA,NA,NA,NA,NA,537
1994,5,537_1994,4.5,8,1,SOL89,4.5,NA,NA,NA,NA,NA,NA,537
1997,8,537_1997,4,8,2,SOL89,NA,4,NA,NA,NA,NA,NA,537
1996,7,537_1996,3.5,8,1,SOL89,3.5,NA,NA,0,0,NA,NA,537
1995,6,537_1995,3.75,8,1,SOL89,3.75,NA,NA,NA,NA,NA,NA,537
1997,4,140_1997,2,4,1,SOL93,2,NA,NA,NA,NA,NA,NA,140
1997,3,712_1997,4,5,1,SOL94,4,NA,NA,0,0,NA,NA,712
1999,5,712_1999,5,5,1,SOL94,5,NA,NA,NA,NA,NA,NA,712
1998,4,712_1998,5,5,1,SOL94,5,NA,NA,0,0,NA,NA,712
1987,3,917_1987,2,12,1,SOR84,2,NA,NA,0,0,NA,NA,917
1989,5,917_1989,2,12,1,SOR84,2,NA,NA,1,1,NA,NA,917
1990,6,917_1990,2,12,1,SOR84,2,NA,NA,2,2,NA,NA,917
1991,7,917_1991,2.5,12,1,SOR84,2.5,NA,NA,1,1,NA,NA,917
1992,8,917_1992,2,12,2,SOR84,NA,2,NA,0,NA,0,NA,917
1993,9,917_1993,3,12,2,SOR84,NA,3,NA,2,NA,2,NA,917
1994,10,917_1994,2.5,12,2,SOR84,NA,2.5,NA,0,NA,0,NA,917
1995,11,917_1995,2.5,12,2,SOR84,NA,2.5,NA,1,NA,1,NA,917
1996,12,917_1996,2.5,12,3,SOR84,NA,NA,2.5,0,NA,NA,0,917
1988,4,917_1988,2,12,1,SOR84,2,NA,NA,0,0,NA,NA,917
2011,5,1384_2011,5,5,1,SOUTH,5,NA,NA,0,0,NA,NA,1384
2010,3,3274_2010,4,4,1,SOX07,4,NA,NA,0,0,NA,NA,3274
2011,4,3274_2011,4,4,1,SOX07,4,NA,NA,NA,NA,NA,NA,3274
2014,3,5664_2014,4.5,3,1,SOX11,4.5,NA,NA,NA,NA,NA,NA,5664
2009,9,4235_2009,4,9,2,SPD00,NA,4,NA,NA,NA,NA,NA,4235
2004,4,4235_2004,4,9,1,SPD00,4,NA,NA,NA,NA,NA,NA,4235
2003,3,4235_2003,4.5,9,1,SPD00,4.5,NA,NA,NA,NA,NA,NA,4235
1987,4,90_1987,3.5,4,1,SPE83,3.5,NA,NA,NA,NA,NA,NA,90
1981,10,5342_1981,6.5,10,2,SPIKE,NA,6.5,NA,0,NA,0,NA,5342
1979,8,5342_1979,6.5,10,2,SPIKE,NA,6.5,NA,0,NA,0,NA,5342
2004,3,5870_2004,3,10,1,SPL01,3,NA,NA,NA,NA,NA,NA,5870
2005,4,5870_2005,4,10,1,SPL01,4,NA,NA,NA,NA,NA,NA,5870
2006,5,5870_2006,4,10,1,SPL01,4,NA,NA,0,0,NA,NA,5870
2010,9,5870_2010,5,10,2,SPL01,NA,5,NA,0,NA,0,NA,5870
2009,8,5870_2009,4,10,2,SPL01,NA,4,NA,0,NA,0,NA,5870
2008,7,5870_2008,5,10,1,SPL01,5,NA,NA,0,0,NA,NA,5870
2007,6,5870_2007,4,10,1,SPL01,4,NA,NA,0,0,NA,NA,5870
2011,10,5870_2011,4.5,10,2,SPL01,NA,4.5,NA,0,NA,0,NA,5870
2010,6,4111_2010,4,11,1,SPL04,4,NA,NA,2,2,NA,NA,4111
2009,5,4111_2009,3,11,1,SPL04,3,NA,NA,0,0,NA,NA,4111
2008,4,4111_2008,3,11,1,SPL04,3,NA,NA,0,0,NA,NA,4111
2014,10,4111_2014,4.5,11,2,SPL04,NA,4.5,NA,1,NA,1,NA,4111
2011,7,4111_2011,4,11,1,SPL04,4,NA,NA,2,2,NA,NA,4111
2012,8,4111_2012,5.5,11,2,SPL04,NA,5.5,NA,1,NA,1,NA,4111
2013,9,4111_2013,6,11,2,SPL04,NA,6,NA,1,NA,1,NA,4111
2015,11,4111_2015,5,11,2,SPL04,NA,5,NA,NA,NA,NA,NA,4111
2010,4,103_2010,2,4,1,SPL06,2,NA,NA,NA,NA,NA,NA,103
2009,3,103_2009,2,4,1,SPL06,2,NA,NA,0,0,NA,NA,103
2002,3,597_2002,3,8,1,SPL99,3,NA,NA,NA,NA,NA,NA,597
2004,5,597_2004,4.5,8,1,SPL99,4.5,NA,NA,NA,NA,NA,NA,597
2007,8,597_2007,5.5,8,2,SPL99,NA,5.5,NA,NA,NA,NA,NA,597
2006,7,597_2006,5,8,1,SPL99,5,NA,NA,4,4,NA,NA,597
2005,6,597_2005,5,8,1,SPL99,5,NA,NA,0,0,NA,NA,597
2003,4,597_2003,4,8,1,SPL99,4,NA,NA,0,0,NA,NA,597
1991,9,1812_1991,4.5,9,2,SPNDL,NA,4.5,NA,NA,NA,NA,NA,1812
2019,7,2126_2019,6.5,8,1,SPOCK,6.5,NA,NA,5,5,NA,NA,2126
2020,8,2126_2020,6,8,2,SPOCK,NA,6,NA,4,NA,4,NA,2126
1977,4,5752_1977,5,12,1,SPRIG,5,NA,NA,NA,NA,NA,NA,5752
1978,5,5752_1978,5,12,1,SPRIG,5,NA,NA,NA,NA,NA,NA,5752
1979,6,5752_1979,4.5,12,1,SPRIG,4.5,NA,NA,0,0,NA,NA,5752
1980,7,5752_1980,5,12,1,SPRIG,5,NA,NA,NA,NA,NA,NA,5752
1981,8,5752_1981,4.5,12,2,SPRIG,NA,4.5,NA,NA,NA,NA,NA,5752
1982,9,5752_1982,4,12,2,SPRIG,NA,4,NA,NA,NA,NA,NA,5752
1983,10,5752_1983,4,12,2,SPRIG,NA,4,NA,NA,NA,NA,NA,5752
1984,11,5752_1984,5.5,12,2,SPRIG,NA,5.5,NA,NA,NA,NA,NA,5752
1985,12,5752_1985,5.5,12,3,SPRIG,NA,NA,5.5,NA,NA,NA,NA,5752
1973,10,1963_1973,4.25,11,2,SPUDS,NA,4.25,NA,NA,NA,NA,NA,1963
1974,11,1963_1974,4.5,11,2,SPUDS,NA,4.5,NA,NA,NA,NA,NA,1963
2016,3,4026_2016,4,4,1,SPY13,4,NA,NA,0,0,NA,NA,4026
2017,4,4026_2017,4,4,1,SPY13,4,NA,NA,0,0,NA,NA,4026
2020,3,2528_2020,4,3,1,SPY17,4,NA,NA,0,0,NA,NA,2528
2004,6,4472_2004,4,6,1,SQU98,4,NA,NA,0,0,NA,NA,4472
2003,5,4472_2003,4,6,1,SQU98,4,NA,NA,NA,NA,NA,NA,4472
2001,3,4472_2001,3,6,1,SQU98,3,NA,NA,NA,NA,NA,NA,4472
1997,7,4525_1997,5,11,1,SQUAS,5,NA,NA,NA,NA,NA,NA,4525
1998,8,4525_1998,4.75,11,2,SQUAS,NA,4.75,NA,1,NA,1,NA,4525
1999,9,4525_1999,4.5,11,2,SQUAS,NA,4.5,NA,0,NA,0,NA,4525
2000,10,4525_2000,4,11,2,SQUAS,NA,4,NA,1,NA,1,NA,4525
2001,11,4525_2001,4,11,2,SQUAS,NA,4,NA,0,NA,0,NA,4525
2018,6,1507_2018,4,6,1,STAMM,4,NA,NA,0,0,NA,NA,1507
2015,4,5866_2015,4,5,1,STANL,4,NA,NA,0,0,NA,NA,5866
2016,5,5866_2016,4,5,1,STANL,4,NA,NA,0,0,NA,NA,5866
2010,6,1129_2010,5,12,1,STERN,5,NA,NA,0,0,NA,NA,1129
2009,5,1129_2009,4,12,1,STERN,4,NA,NA,1,1,NA,NA,1129
2014,10,1129_2014,6,12,2,STERN,NA,6,NA,5,NA,5,NA,1129
2011,7,1129_2011,5,12,1,STERN,5,NA,NA,0,0,NA,NA,1129
2012,8,1129_2012,5,12,2,STERN,NA,5,NA,6,NA,6,NA,1129
2013,9,1129_2013,5,12,2,STERN,NA,5,NA,6,NA,6,NA,1129
2015,11,1129_2015,5,12,2,STERN,NA,5,NA,9,NA,9,NA,1129
2016,12,1129_2016,5,12,3,STERN,NA,NA,5,7,NA,NA,7,1129
2002,3,1821_2002,3.5,4,1,STI99,3.5,NA,NA,0,0,NA,NA,1821
2003,4,1821_2003,3,4,1,STI99,3,NA,NA,NA,NA,NA,NA,1821
2002,5,4901_2002,4.5,5,1,STO97,4.5,NA,NA,NA,NA,NA,NA,4901
2002,3,276_2002,2,7,1,STO99,2,NA,NA,NA,NA,NA,NA,276
2006,7,276_2006,4.5,7,1,STO99,4.5,NA,NA,NA,NA,NA,NA,276
2004,5,276_2004,4.5,7,1,STO99,4.5,NA,NA,0,0,NA,NA,276
2005,6,276_2005,4,7,1,STO99,4,NA,NA,0,0,NA,NA,276
2003,4,276_2003,4.5,7,1,STO99,4.5,NA,NA,0,0,NA,NA,276
1992,10,5726_1992,6.75,10,2,STOBS,NA,6.75,NA,0,NA,0,NA,5726
1991,9,5726_1991,5.5,10,2,STOBS,NA,5.5,NA,NA,NA,NA,NA,5726
1989,7,5726_1989,5,10,1,STOBS,5,NA,NA,0,0,NA,NA,5726
1988,6,5726_1988,5,10,1,STOBS,5,NA,NA,0,0,NA,NA,5726
1987,5,5726_1987,5,10,1,STOBS,5,NA,NA,0,0,NA,NA,5726
2000,3,501_2000,2,5,1,STR97,2,NA,NA,0,0,NA,NA,501
2002,5,501_2002,3,5,1,STR97,3,NA,NA,NA,NA,NA,NA,501
2001,4,501_2001,2.5,5,1,STR97,2.5,NA,NA,NA,NA,NA,NA,501
2017,6,3861_2017,4.5,9,1,STRAC,4.5,NA,NA,2,2,NA,NA,3861
2019,8,3861_2019,5.5,9,2,STRAC,NA,5.5,NA,3,NA,3,NA,3861
2020,9,3861_2020,6,9,2,STRAC,NA,6,NA,5,NA,5,NA,3861
1998,11,1089_1998,5.25,11,2,STRIK,NA,5.25,NA,NA,NA,NA,NA,1089
1997,10,1089_1997,6,11,2,STRIK,NA,6,NA,NA,NA,NA,NA,1089
1995,8,1089_1995,5.5,11,2,STRIK,NA,5.5,NA,NA,NA,NA,NA,1089
2010,4,882_2010,3,9,1,STRKE,3,NA,NA,NA,NA,NA,NA,882
2014,8,882_2014,4,9,2,STRKE,NA,4,NA,0,NA,0,NA,882
2011,5,882_2011,3.5,9,1,STRKE,3.5,NA,NA,0,0,NA,NA,882
2012,6,882_2012,3.5,9,1,STRKE,3.5,NA,NA,0,0,NA,NA,882
2013,7,882_2013,3.5,9,1,STRKE,3.5,NA,NA,0,0,NA,NA,882
2015,9,882_2015,3.5,9,2,STRKE,NA,3.5,NA,0,NA,0,NA,882
1977,6,4400_1977,3.5,8,1,STUBB,3.5,NA,NA,0,0,NA,NA,4400
1978,7,4400_1978,4,8,1,STUBB,4,NA,NA,0,0,NA,NA,4400
1979,8,4400_1979,3,8,2,STUBB,NA,3,NA,NA,NA,NA,NA,4400
1978,7,3853_1978,4.5,9,1,STULS,4.5,NA,NA,0,0,NA,NA,3853
1979,8,3853_1979,4.5,9,2,STULS,NA,4.5,NA,0,NA,0,NA,3853
1980,9,3853_1980,4.5,9,2,STULS,NA,4.5,NA,0,NA,0,NA,3853
1977,6,3853_1977,4.5,9,1,STULS,4.5,NA,NA,0,0,NA,NA,3853
1992,3,5872_1992,3,4,1,SUL89,3,NA,NA,0,0,NA,NA,5872
1993,4,5872_1993,4.5,4,1,SUL89,4.5,NA,NA,0,0,NA,NA,5872
2020,6,4208_2020,6,6,1,SULUU,6,NA,NA,2,2,NA,NA,4208
1994,3,4281_1994,2,4,1,SUN91,2,NA,NA,NA,NA,NA,NA,4281
1995,4,4281_1995,4,4,1,SUN91,4,NA,NA,NA,NA,NA,NA,4281
2000,4,3534_2000,4,4,1,SUN96,4,NA,NA,NA,NA,NA,NA,3534
1989,3,5567_1989,3,13,1,SUR86,3,NA,NA,NA,NA,NA,NA,5567
1990,4,5567_1990,3.5,13,1,SUR86,3.5,NA,NA,0,0,NA,NA,5567
1991,5,5567_1991,4,13,1,SUR86,4,NA,NA,0,0,NA,NA,5567
1992,6,5567_1992,4,13,1,SUR86,4,NA,NA,1,1,NA,NA,5567
1993,7,5567_1993,5.125,13,1,SUR86,5.125,NA,NA,1,1,NA,NA,5567
1994,8,5567_1994,5.5,13,2,SUR86,NA,5.5,NA,0,NA,0,NA,5567
1996,10,5567_1996,2.5,13,2,SUR86,NA,2.5,NA,0,NA,0,NA,5567
1997,11,5567_1997,5.5,13,2,SUR86,NA,5.5,NA,1,NA,1,NA,5567
1998,12,5567_1998,5.5,13,3,SUR86,NA,NA,5.5,0,NA,NA,0,5567
1999,13,5567_1999,5,13,3,SUR86,NA,NA,5,0,NA,NA,0,5567
1995,9,5567_1995,5.5,13,2,SUR86,NA,5.5,NA,0,NA,0,NA,5567
1997,3,166_1997,3.5,5,1,SUR94,3.5,NA,NA,0,0,NA,NA,166
1999,5,166_1999,5,5,1,SUR94,5,NA,NA,NA,NA,NA,NA,166
1998,4,166_1998,4.5,5,1,SUR94,4.5,NA,NA,0,0,NA,NA,166
2004,7,2393_2004,4,8,1,SUR97,4,NA,NA,NA,NA,NA,NA,2393
2005,8,2393_2005,4,8,2,SUR97,NA,4,NA,NA,NA,NA,NA,2393
2003,6,2393_2003,4,8,1,SUR97,4,NA,NA,NA,NA,NA,NA,2393
2002,5,2393_2002,4,8,1,SUR97,4,NA,NA,NA,NA,NA,NA,2393
2001,4,2393_2001,3.5,8,1,SUR97,3.5,NA,NA,NA,NA,NA,NA,2393
1979,8,324_1979,4,8,2,SWEEP,NA,4,NA,0,NA,0,NA,324
2018,3,14_2018,3,5,1,SWT15,3,NA,NA,NA,NA,NA,NA,14
2019,4,14_2019,2,5,1,SWT15,2,NA,NA,0,0,NA,NA,14
2020,5,14_2020,4.5,5,1,SWT15,4.5,NA,NA,0,0,NA,NA,14
2020,4,297_2020,4,4,1,SWT16,4,NA,NA,NA,NA,NA,NA,297
2000,3,796_2000,2.75,11,1,SYC97,2.75,NA,NA,NA,NA,NA,NA,796
2003,6,796_2003,5,11,1,SYC97,5,NA,NA,1,1,NA,NA,796
2004,7,796_2004,6,11,1,SYC97,6,NA,NA,NA,NA,NA,NA,796
2008,11,796_2008,5.5,11,2,SYC97,NA,5.5,NA,NA,NA,NA,NA,796
2007,10,796_2007,5.5,11,2,SYC97,NA,5.5,NA,3,NA,3,NA,796
2006,9,796_2006,5.5,11,2,SYC97,NA,5.5,NA,4,NA,4,NA,796
2005,8,796_2005,5.5,11,2,SYC97,NA,5.5,NA,2,NA,2,NA,796
2002,5,796_2002,4.5,11,1,SYC97,4.5,NA,NA,NA,NA,NA,NA,796
2001,4,796_2001,4.5,11,1,SYC97,4.5,NA,NA,NA,NA,NA,NA,796
1978,3,3082_1978,3,13,1,TAL75,3,NA,NA,NA,NA,NA,NA,3082
1979,4,3082_1979,4.75,13,1,TAL75,4.75,NA,NA,NA,NA,NA,NA,3082
1980,5,3082_1980,5,13,1,TAL75,5,NA,NA,0,0,NA,NA,3082
1981,6,3082_1981,4.5,13,1,TAL75,4.5,NA,NA,2,2,NA,NA,3082
1982,7,3082_1982,5,13,1,TAL75,5,NA,NA,0,0,NA,NA,3082
1983,8,3082_1983,4.5,13,2,TAL75,NA,4.5,NA,3,NA,3,NA,3082
1984,9,3082_1984,4.75,13,2,TAL75,NA,4.75,NA,0,NA,0,NA,3082
1985,10,3082_1985,4.25,13,2,TAL75,NA,4.25,NA,0,NA,0,NA,3082
1986,11,3082_1986,3,13,2,TAL75,NA,3,NA,0,NA,0,NA,3082
1987,12,3082_1987,3.75,13,3,TAL75,NA,NA,3.75,0,NA,NA,0,3082
1988,13,3082_1988,2.75,13,3,TAL75,NA,NA,2.75,NA,NA,NA,NA,3082
1980,3,2068_1980,1.5,9,1,TAL77,1.5,NA,NA,NA,NA,NA,NA,2068
1981,4,2068_1981,4,9,1,TAL77,4,NA,NA,NA,NA,NA,NA,2068
1982,5,2068_1982,4,9,1,TAL77,4,NA,NA,NA,NA,NA,NA,2068
1983,6,2068_1983,4,9,1,TAL77,4,NA,NA,0,0,NA,NA,2068
1984,7,2068_1984,5,9,1,TAL77,5,NA,NA,0,0,NA,NA,2068
1985,8,2068_1985,5,9,2,TAL77,NA,5,NA,0,NA,0,NA,2068
1986,9,2068_1986,4.5,9,2,TAL77,NA,4.5,NA,NA,NA,NA,NA,2068
1974,7,2549_1974,5,10,1,TALLS,5,NA,NA,NA,NA,NA,NA,2549
1975,8,2549_1975,4.5,10,2,TALLS,NA,4.5,NA,NA,NA,NA,NA,2549
1977,10,2549_1977,5.5,10,2,TALLS,NA,5.5,NA,NA,NA,NA,NA,2549
1973,6,2549_1973,5.75,10,1,TALLS,5.75,NA,NA,NA,NA,NA,NA,2549
1997,3,2751_1997,4,10,1,TAM94,4,NA,NA,0,0,NA,NA,2751
1999,5,2751_1999,5,10,1,TAM94,5,NA,NA,0,0,NA,NA,2751
2004,10,2751_2004,8,10,2,TAM94,NA,8,NA,NA,NA,NA,NA,2751
2003,9,2751_2003,8.5,10,2,TAM94,NA,8.5,NA,1,NA,1,NA,2751
2002,8,2751_2002,6.5,10,2,TAM94,NA,6.5,NA,1,NA,1,NA,2751
2001,7,2751_2001,6,10,1,TAM94,6,NA,NA,1,1,NA,NA,2751
2000,6,2751_2000,6,10,1,TAM94,6,NA,NA,1,1,NA,NA,2751
1998,4,2751_1998,5,10,1,TAM94,5,NA,NA,0,0,NA,NA,2751
2012,6,5767_2012,6,6,1,TAMDU,6,NA,NA,0,0,NA,NA,5767
1984,10,1946_1984,5,10,2,TAMEG,NA,5,NA,3,NA,3,NA,1946
1983,9,1946_1983,5,10,2,TAMEG,NA,5,NA,0,NA,0,NA,1946
1997,3,5897_1997,3,9,1,TATTI,3,NA,NA,0,0,NA,NA,5897
1998,4,5897_1998,4,9,1,TATTI,4,NA,NA,0,0,NA,NA,5897
2002,8,5897_2002,5,9,2,TATTI,NA,5,NA,0,NA,0,NA,5897
2003,9,5897_2003,5.5,9,2,TATTI,NA,5.5,NA,1,NA,1,NA,5897
2001,7,5897_2001,4,9,1,TATTI,4,NA,NA,NA,NA,NA,NA,5897
1999,5,5897_1999,4,9,1,TATTI,4,NA,NA,NA,NA,NA,NA,5897
2014,4,1363_2014,4,5,1,TBS10,4,NA,NA,0,0,NA,NA,1363
2015,5,1363_2015,4.5,5,1,TBS10,4.5,NA,NA,NA,NA,NA,NA,1363
1983,3,4823_1983,2,11,1,TEA80,2,NA,NA,NA,NA,NA,NA,4823
1984,4,4823_1984,4,11,1,TEA80,4,NA,NA,NA,NA,NA,NA,4823
1985,5,4823_1985,4,11,1,TEA80,4,NA,NA,0,0,NA,NA,4823
1986,6,4823_1986,4.625,11,1,TEA80,4.625,NA,NA,1,1,NA,NA,4823
1987,7,4823_1987,5,11,1,TEA80,5,NA,NA,NA,NA,NA,NA,4823
1988,8,4823_1988,5.5,11,2,TEA80,NA,5.5,NA,0,NA,0,NA,4823
1989,9,4823_1989,5.5,11,2,TEA80,NA,5.5,NA,NA,NA,NA,NA,4823
1990,10,4823_1990,4.75,11,2,TEA80,NA,4.75,NA,NA,NA,NA,NA,4823
1991,11,4823_1991,5.375,11,2,TEA80,NA,5.375,NA,NA,NA,NA,NA,4823
1990,3,4630_1990,4,11,1,TEL87,4,NA,NA,0,0,NA,NA,4630
1991,4,4630_1991,4,11,1,TEL87,4,NA,NA,0,0,NA,NA,4630
1992,5,4630_1992,4,11,1,TEL87,4,NA,NA,0,0,NA,NA,4630
1993,6,4630_1993,4,11,1,TEL87,4,NA,NA,0,0,NA,NA,4630
1994,7,4630_1994,5.5,11,1,TEL87,5.5,NA,NA,1,1,NA,NA,4630
1997,10,4630_1997,4,11,2,TEL87,NA,4,NA,NA,NA,NA,NA,4630
1998,11,4630_1998,4.5,11,2,TEL87,NA,4.5,NA,NA,NA,NA,NA,4630
1996,9,4630_1996,2.5,11,2,TEL87,NA,2.5,NA,NA,NA,NA,NA,4630
1978,3,5215_1978,3,13,1,TER75,3,NA,NA,NA,NA,NA,NA,5215
1979,4,5215_1979,4.5,13,1,TER75,4.5,NA,NA,NA,NA,NA,NA,5215
1980,5,5215_1980,4.75,13,1,TER75,4.75,NA,NA,1,1,NA,NA,5215
1981,6,5215_1981,4.5,13,1,TER75,4.5,NA,NA,0,0,NA,NA,5215
1982,7,5215_1982,4,13,1,TER75,4,NA,NA,5,5,NA,NA,5215
1983,8,5215_1983,4.5,13,2,TER75,NA,4.5,NA,6,NA,6,NA,5215
1984,9,5215_1984,4.5,13,2,TER75,NA,4.5,NA,3,NA,3,NA,5215
1985,10,5215_1985,5,13,2,TER75,NA,5,NA,1,NA,1,NA,5215
1986,11,5215_1986,5,13,2,TER75,NA,5,NA,1,NA,1,NA,5215
1987,12,5215_1987,5,13,3,TER75,NA,NA,5,0,NA,NA,0,5215
1988,13,5215_1988,4.5,13,3,TER75,NA,NA,4.5,0,NA,NA,0,5215
1986,3,3272_1986,3.5,4,1,THO83,3.5,NA,NA,NA,NA,NA,NA,3272
1987,4,3272_1987,3,4,1,THO83,3,NA,NA,NA,NA,NA,NA,3272
2006,3,2282_2006,2,7,1,TIC03,2,NA,NA,NA,NA,NA,NA,2282
2010,7,2282_2010,4,7,1,TIC03,4,NA,NA,NA,NA,NA,NA,2282
2008,5,2282_2008,4,7,1,TIC03,4,NA,NA,NA,NA,NA,NA,2282
1989,3,971_1989,3,8,1,TIG86,3,NA,NA,NA,NA,NA,NA,971
1990,4,971_1990,4.5,8,1,TIG86,4.5,NA,NA,0,0,NA,NA,971
